#,Input
0,0.7599
1,0.000385
2,0.000466
3,0.000482
4,0.000431
5,0.000475
6,0.000471
7,0.000466
8,0.000462
9,0.000457
10,0.000453
11,0.000449
12,0.000446
13,0.000443
14,0.00044
15,0.000437
16,0.000433
17,0.00043
18,0.000426
19,0.000422
20,0.000418
21,0.000415
22,0.000414
23,0.000413
24,0.000412
25,0.000412
26,0.000411
27,0.000411
28,0.00041
29,0.00041
30,0.000409
31,0.000409
32,0.000408
33,0.000407
34,0.000407
35,0.000406
36,0.000406
37,0.000405
38,0.000404
39,0.000403
40,0.000403
41,0.000402
42,0.000401
43,0.0004
44,0.000399
45,0.000398
46,0.000397
47,0.000397
48,0.000396
49,0.000395
50,0.000394
51,0.000392
52,0.000392
53,0.00039
54,0.000389
55,0.000388
56,0.000387
57,0.000386
58,0.000384
59,0.000383
60,0.000382
61,0.00038
62,0.000379
63,0.000377
64,0.000375
65,0.000374
66,0.000372
67,0.000371
68,0.000369
69,0.000368
70,0.000366
71,0.000365
72,0.000363
73,0.000361
74,0.00036
75,0.000358
76,0.000357
77,0.000355
78,0.000353
79,0.000351
80,0.000349
81,0.000348
82,0.000346
83,0.000344
84,0.000342
85,0.000339
86,0.000337
87,0.000335
88,0.000332
89,0.00033
90,0.000328
91,0.000326
92,0.000324
93,0.000322
94,0.00032
95,0.000318
96,0.000316
97,0.000314
98,0.000311
99,0.000309
100,0.000306
101,0.000304
102,0.000301
103,0.000299
104,0.000296
105,0.000293
106,0.000291
107,0.000288
108,0.000286
109,0.000283
110,0.000281
111,0.000278
112,0.000275
113,0.000273
114,0.00027
115,0.000267
116,0.000265
117,0.000262
118,0.000259
119,0.000257
120,0.000254
121,0.000251
122,0.000249
123,0.000246
124,0.000244
125,0.000241
126,0.000239
127,0.000236
128,0.000234
129,0.000232
130,0.00023
131,0.000227
132,0.000225
133,0.000223
134,0.00022
135,0.000218
136,0.000216
137,0.000214
138,0.000211
139,0.000209
140,0.000207
141,0.000205
142,0.000204
143,0.000202
144,0.0002
145,0.000198
146,0.000196
147,0.000195
148,0.000193
149,0.000191
150,0.00019
151,0.000188
152,0.000186
153,0.000185
154,0.000184
155,0.000182
156,0.000181
157,0.000179
158,0.000178
159,0.000177
160,0.000176
161,0.000175
162,0.000174
163,0.000173
164,0.000172
165,0.000171
166,0.000171
167,0.00017
168,0.000169
169,0.000169
170,0.000168
171,0.000167
172,0.000167
173,0.000166
174,0.000166
175,0.000166
176,0.000165
177,0.000165
178,0.000165
179,0.000165
180,0.000164
181,0.000164
182,0.000164
183,0.000164
184,0.000164
185,0.000164
186,0.000164
187,0.000164
188,0.000164
189,0.000164
190,0.000164
191,0.000164
192,0.000164
193,0.000164
194,0.000164
195,0.000164
196,0.000164
197,0.000164
198,0.000164
199,0.000164
